Column 1 1 2 1,CATEGORY,Column 1 2 1 2 1,Column 1 2 1 3 1,Column 1 2 1 4 1
"""Askchat""","[""eventmanagement"",""health-care""]",,,
"""Meet&Greet""","[""team-collaborations""]",,,
"""Sinorbis""","[""marketing""]",,,
"""Stellarlane""","[""education"",""scheduling-calendar""]",,,
"""Blast""","[""productivity""]",,,
"""APIANT for Zoom Admins""","[""productivity""]","""Profile & Contact Information""","""Account Information""","""Settings"""
"""Intello""","[""analytics""]",,,
"""Okta Identity""","[""content-and-compliance""]","""Account Information""",,
"""#AskAway""","[""games""]","""Settings""",,
"""Pardot""","[""marketing""]",,,
"""Spark""","[""team-collaborations""]",,,
"""NGP VAN + EveryAction Webinars""","[""crm""]",,,
"""Pipedrive""","[""crm""]","""Profile & Contact Information""","""Settings""",
"""Zoom Webinars for WooCommerce""","[""eCommerce""]","""Profile & Contact Information""","""Settings""",
"""Bookwhen""","[""scheduling-calendar""]",,,
"""Pillar Admin""","[""human-resources""]","""Profile & Contact Information""","""Account Information""","""Settings"""
"""Wingman""","[""sales-automation""]",,,
"""Mentimeter""","[""education"",""team-collaborations""]",,,
"""Montara""","[""human-resources""]",,,
"""OfficeSpace Software App""","[""productivity""]",,,
"""Zoom Rooms Controller""","[""team-collaborations""]",,,
"""meetings.fun - party, trivia, games""","[""games"",""learning-development"",""team-collaborations""]",,,
"""Linius Whizzard""","[""recording-transcriptions""]","""Profile & Contact Information""","""Settings""",
"""Experiences App""","[""scheduling-calendar""]","""Profile & Contact Information""","""Settings""",
"""Fooji""","[""marketing""]",,,
"""Yesware""","[""scheduling-calendar""]",,,
"""Vagaro Pro""","[""scheduling-calendar""]",,,
"""wordly""","[""team-collaborations""]",,,
"""Boom Calendar""","[""customer-service""]",,,
"""Side Door""","[""scheduling-calendar""]",,,
"""Modjo for Zoom Phone""","[""sales-automation""]","""Settings""",,
"""SchoolTracs Sync""","[""education"",""learning-development""]",,,
"""TutorCruncher""","[""crm""]",,,
"""Gymternet""","[""social-activities""]",,,
"""Illumine Connect""","[""education"",""scheduling-calendar""]",,,
"""Partners Office""","[""scheduling-calendar""]",,,
"""WodBuster""","[""crm"",""health-care""]",,,
"""Click & Pledge""","[""eCommerce"",""education""]",,,
"""Soar - for individual accounts""","[""learning-development""]",,,
"""Omnify""","[""eventmanagement""]",,,
"""Rock - stop slacking, start rocking""","[""productivity""]",,,
"""Sonero.ai""","[""productivity""]",,,
"""cloudstudios""","[""team-collaborations""]",,,
"""Terminland""","[""scheduling-calendar""]",,,
"""24Edu""","[""education"",""learning-development""]","""Profile & Contact Information""","""Settings""",
"""Ravmesser Zoom Plugin""","[""eventmanagement""]",,,
"""Soar Audio for Admins""","[""learning-development""]",,,
"""Ethnio""","[""scheduling-calendar""]",,,
"""aulas""","[""learning-development""]",,,
"""CYBERCHAT""","[""team-collaborations""]",,,
"""Agendex""","[""eventmanagement"",""scheduling-calendar"",""team-collaborations""]",,,
"""Vyte Scheduling""","[""scheduling-calendar""]",,,
"""WeTeachMe""","[""learning-development""]",,,
"""Rewatch for You""","[""recording-transcriptions""]",,,
"""Zimbra Cloud Integration""","[""team-collaborations""]",,,
"""DermEngine""","[""health-care"",""health-wellness""]",,,
"""VBOUT""","[""marketing""]",,,
"""Remind""","[""education"",""learning-development""]",,,
"""Shopify Courses by Architechpro""","[""education"",""eventmanagement"",""learning-development"",""scheduling-calendar""]",,,
"""StreamAnchor""","[""education"",""learning-development""]",,,
"""Flixier""","[""recording-transcriptions""]",,,
"""Tabtastic""","[""scheduling-calendar""]",,,
"""WakaTime""","[""productivity""]",,,
"""GoalsMapper""","[""eCommerce""]",,,
"""Capture - Cloud Recording Transfers""","[""recording-transcriptions""]",,,
"""Piktostory""","[""recording-transcriptions""]",,,
"""Zoom for Raisers Edge NXT""","[""crm""]",,,
"""Water Cooler Monster""","[""team-collaborations""]",,,
"""Tanbuu""","[""scheduling-calendar""]",,,
"""Tactic""","[""team-collaborations""]",,,
"""Confluence Plugin For Zoom Recordings""","[""team-collaborations""]",,,
"""Qwoach""","[""productivity"",""scheduling-calendar""]",,,
"""Trengo""","[""productivity""]",,,
"""Event Cadence""","[""eventmanagement""]",,,
"""Fund@mental""","[""eCommerce""]",,,
"""Missed Booking""","[""eventmanagement""]",,,
"""Notes2Conf""","[""scheduling-calendar""]",,,
"""MamanClass""","[""learning-development""]",,,
"""Salons Virtuels Adiona""","[""team-collaborations""]",,,
"""Sophya""","[""team-collaborations""]",,,
"""School Recruiter""","[""education"",""scheduling-calendar""]",,,
"""Okfit""","[""crm""]",,,
"""Clinivid Meetings""","[""health-wellness""]","""Profile & Contact Information""","""Settings""",
"""ViDDD.co""","[""marketing""]",,,
"""Snag""","[""productivity""]",,,
"""Qodify""","[""eCommerce""]",,,
"""Piazza Talent""","[""human-resources""]",,,
"""K-BUILD""","[""eventmanagement"",""sales-automation""]",,,
"""Savante.me""","[""scheduling-calendar""]",,,
"""StusolsZ""","[""education"",""productivity""]",,,
"""Aldeia""","[""learning-development""]",,,
"""JustClick.jp""","[""crm""]",,,
"""go-do""","[""team-collaborations""]",,,
"""SCOUT AU""","[""human-resources""]",,,
"""IntergratewithCandaly""","[""scheduling-calendar""]",,,
"""Natural Therapy Pages""","[""health-wellness""]",,,
"""VideoLab OAuth""","[""education"",""health-wellness""]",,,
"""Epic""","[""health-care"",""health-wellness""]","""Profile & Contact Information""","""Account Information""","""Settings"""
"""Marvin - User Interview Companion""","[""productivity""]",,,
"""Cvent""","[""eventmanagement""]","""Profile & Contact Information""","""Settings""",
"""Rev Live Captions""","[""transcription-translation""]","""Profile & Contact Information""","""Account Information""","""Settings"""
"""Wix""","[""scheduling-calendar""]",,,
"""Repurpose.io""","[""marketing""]",,,
"""Achievers""","[""team-collaborations""]",,,
"""Coda Admin""","[""team-collaborations""]","""Profile & Contact Information""","""Settings""",
"""Saba Cloud - Webinars""","[""learning-development""]",,,
"""Timer""","[""productivity""]","""Settings""",,
"""LGN Poker""","[""games""]",,,
"""Funtivity by Hermis""","[""games""]",,,
"""TimeRex""","[""scheduling-calendar""]",,,
"""dotdigital""","[""marketing""]",,,
"""Huntflow""","[""human-resources""]",,,
"""eeasy for Members""","[""scheduling-calendar""]",,,
"""TuCalendi""","[""scheduling-calendar""]",,,
"""TidyCal""","[""eventmanagement""]",,,
"""Calendars by Readdle""","[""scheduling-calendar""]",,,
"""Zoho Bookings""","[""scheduling-calendar""]",,,
"""Dot Collector""","[""human-resources"",""productivity"",""team-collaborations""]",,,
"""RECEPTIONIST""","[""scheduling-calendar""]",,,
"""Boardable""","[""team-collaborations""]",,,
"""Glue Up""","[""marketing""]",,,
"""Cabinet.fm""","[""eventmanagement""]",,,
"""Salesken""","[""sales-automation""]","""Profile & Contact Information""","""Account Information""","""Settings"""
"""Medic Mind Booking""","[""learning-development"",""scheduling-calendar""]",,,
"""Daylite Zoom Integration""","[""sales-automation""]",,,
"""PagerDuty""","[""team-collaborations""]",,,
"""Trafft""","[""scheduling-calendar""]",,,
"""Skoolix""","[""education"",""learning-development""]",,,
"""Crewmojo""","[""human-resources""]",,,
"""CompleteCSM.ai - Customer Success Intelligence""","[""productivity""]",,,
"""Residency Program Fair""","[""scheduling-calendar""]",,,
"""Pulse""","[""team-collaborations""]",,,
"""LINKLET""","[""team-collaborations""]",,,
"""nTask""","[""productivity""]",,,
"""Honey""","[""crm""]",,,
"""Fitli for Zoom""","[""scheduling-calendar""]",,,
"""Ovatu""","[""scheduling-calendar""]",,,
"""Berrys App""","[""education"",""team-collaborations""]",,,
"""Start Booking""","[""scheduling-calendar""]",,,
"""Gooru""","[""education"",""learning-development""]",,,
"""Form Director""","[""productivity""]",,,
"""Transposit""","[""team-collaborations""]",,,
"""Open eLMS""","[""learning-development""]","""Profile & Contact Information""","""Settings""",
"""Cloud Gym""","[""health-care"",""scheduling-calendar""]",,,
"""App Palestre""","[""scheduling-calendar""]",,,
"""Vyopta CPM for Zoom Phone""","[""analytics""]",,,
"""m.Care""","[""health-care"",""health-wellness""]","""Profile & Contact Information""","""Settings""",
"""Eleos Health""","[""health-care"",""health-wellness""]",,,
"""Path""","[""education"",""learning-development""]",,,
"""Acadly""","[""education"",""learning-development""]",,,
"""Demoflow Meeting Scheduler""","[""sales-automation""]",,,
"""Localist""","[""marketing""]",,,
"""Ayoa - The all-in-one online whiteboard""","[""productivity""]",,,
"""Cyrano Navigate""","[""analytics"",""customer-service"",""sales-automation""]",,,
"""ZMFY""","[""education"",""social-activities""]",,,
"""Social27 Digital Events""","[""education"",""scheduling-calendar""]","""Profile & Contact Information""","""Settings""",
"""Schedulr""","[""team-collaborations""]",,,
"""The Bright App""","[""eventmanagement""]",,,
"""Wellocity Health""","[""health-care"",""health-wellness""]",,,
"""Zoom Meeting for Ohmni Robot""","[""health-care"",""team-collaborations""]",,,
"""Interview scheduling software by 100Hires""","[""human-resources""]",,,
"""Wajooba""","[""education"",""scheduling-calendar""]",,,
"""Namaste.fit""","[""health-care"",""social-activities""]",,,
"""Genyo eLearning""","[""learning-development""]",,,
"""Atravo""","[""scheduling-calendar""]",,,
"""EDUcal for users""","[""education"",""team-collaborations""]","""Profile & Contact Information""","""Settings""",
"""Swivl Teams""","[""education"",""recording-transcriptions""]",,,
"""MailCloud""","[""team-collaborations""]",,,
"""manababa""","[""eventmanagement""]",,,
"""Casting Workbook""","[""productivity""]",,,
"""OneMob - Edit, Share & Track Video Recordings""","[""recording-transcriptions""]",,,
"""Cue Calendar""","[""scheduling-calendar""]",,,
"""Tephrame""","[""scheduling-calendar""]",,,
"""Livestack""","[""eventmanagement""]",,,
"""Clouderous""","[""scheduling-calendar""]",,,
"""GoOutfitter""","[""social-activities""]",,,
"""Gozzer""","[""scheduling-calendar""]",,,
"""PitchNinjas""","[""learning-development""]",,,
"""Etomon""","[""learning-development""]",,,
"""SKY FORCE""","[""sales-automation""]",,,
"""Canopyschool""","[""education"",""learning-development""]",,,
"""Workplace""","[""team-collaborations""]",,,
"""FreeAgent CRM - Zoom Phone CTI""","[""crm""]","""Settings""",,
"""Life Style Plan""","[""eCommerce""]","""Profile & Contact Information""","""Settings""",
"""indemandly""","[""customer-service""]",,,
"""Smarty Software CRM""","[""crm"",""marketing"",""sales-automation""]",,,
"""The Edge Tutors""","[""learning-development""]",,,
"""Drive Electric Event Registration""","[""eventmanagement""]",,,
"""Answers for Associations""","[""marketing""]",,,
"""Zoom for HubSpot""","[""crm""]",,,
"""Vyopta CPM""","[""analytics""]",,,
"""TeamUp""","[""eventmanagement""]",,,
"""Okta Workflows""","[""content-and-compliance""]","""Profile & Contact Information""","""Account Information""","""Settings"""
"""Lever""","[""human-resources""]",,,
"""Virtual Backgrounds""","[""social-activities""]",,,
"""Calero-MDSL - UCaaS Expense Management""","[""analytics"",""eCommerce""]","""Profile & Contact Information""","""Settings""",
"""SafeGuard Cyber""","[""content-and-compliance""]","""Profile & Contact Information""","""Account Information""","""Settings"""
"""Jiminny""","[""sales-automation""]","""Profile & Contact Information""","""Settings""",
"""Practice Better""","[""health-care"",""health-wellness""]",,,
"""LearnUpon""","[""learning-development""]",,,
"""Thought Industries""","[""learning-development""]",,,
"""Engineerica Tracker""","[""education"",""scheduling-calendar""]",,,
"""Personal Special""","[""crm""]",,,
"""Skedulo""","[""scheduling-calendar""]",,,
"""Preferred Systems""","[""education"",""learning-development""]",,,
"""Docketbot - Zoom Meeting Agendas and Recaps""","[""team-collaborations""]",,,
"""GOrendezvous""","[""scheduling-calendar""]",,,
"""Loyalsnap""","[""eventmanagement""]",,,
"""Session""","[""eventmanagement""]","""Profile & Contact Information""","""Settings""",
"""Bored - Icebreaker Backgrounds""","[""productivity""]",,,
"""Retain""","[""education"",""scheduling-calendar""]",,,
"""ClickUp""","[""team-collaborations""]",,,
"""Equitable Classrooms""","[""education"",""learning-development""]",,,
"""Paradox Olivia - Account Level App""","[""scheduling-calendar""]",,,
"""Money Forward IT Management Cloud""","[""content-and-compliance""]",,,
"""NovoEd Connector - Account Level""","[""education"",""learning-development""]",,,
"""amptalk for Zoom""","[""sales-automation""]",,,
"""Raycast""","[""productivity""]",,,
"""Hera""","[""productivity""]",,,
"""Act! CRM""","[""crm""]",,,
"""AXLE""","[""crm""]",,,
"""Betts Connect""","[""human-resources""]",,,
"""Walla""","[""eventmanagement"",""social-activities""]",,,
"""IntelliKid Systems""","[""crm"",""education""]",,,
"""Cloud Recording Backup - zBackup.app""","[""recording-transcriptions""]",,,
"""Range""","[""team-collaborations""]",,,
"""Condens Insights""","[""recording-transcriptions""]",,,
"""Thrive Reset""","[""productivity""]",,,
"""Zola Suite""","[""eCommerce"",""productivity""]",,,
"""Xembly""","[""productivity""]",,,
"""Tocaly""","[""scheduling-calendar""]",,,
"""Rhythm Software""","[""crm""]",,,
"""Trint""","[""transcription-translation""]",,,
"""Track""","[""scheduling-calendar""]",,,
"""LibAnswers""","[""education"",""human-resources""]",,,
"""Superpeer""","[""team-collaborations""]",,,
"""MeetingPulse for Zoom Desktop""","[""human-resources""]",,,
"""Eightfold Scheduling App""","[""human-resources""]",,,
"""FregaRooms""","[""productivity""]","""Profile & Contact Information""","""Settings""",
"""MeetingPulse""","[""eventmanagement""]",,,
"""Repitte""","[""health-care"",""health-wellness""]",,,
"""Mindbeat""","[""learning-development""]",,,
"""Clickbranch Integration""","[""team-collaborations""]","""Profile & Contact Information""","""Settings""",
"""Nook Calendar""","[""productivity""]",,,
"""PrepAir""","[""education"",""productivity""]",,,
"""Flavor With Zoom""","[""crm"",""education""]",,,
"""eWebinar""","[""marketing""]",,,
"""Terminland.eu""","[""health-care"",""scheduling-calendar""]",,,
"""BetterHQ""","[""scheduling-calendar""]",,,
"""Epihub""","[""scheduling-calendar""]","""Profile & Contact Information""","""Settings""",
"""kocoschools.com""","[""education"",""scheduling-calendar""]",,,
"""IceWarp Desktop Client""","[""productivity""]",,,
"""PeerKonnect""","[""education"",""scheduling-calendar""]",,,
"""Workfront""","[""productivity""]",,,
"""Exercise Pro Live""","[""health-care"",""health-wellness""]",,,
"""Zenzen""","[""eventmanagement""]",,,
"""Qmiix""","[""productivity""]",,,
"""edxtore lms""","[""education"",""learning-development""]",,,
"""GrabJobs""","[""scheduling-calendar""]","""Profile & Contact Information""","""Settings""",
"""Appointly""","[""scheduling-calendar""]",,,
"""Classly""","[""education"",""scheduling-calendar""]",,,
"""Bluescape Integration""","[""productivity""]",,,
"""1O8""","[""productivity""]",,,
"""Ucampus""","[""education"",""learning-development""]",,,
"""Kaizen""","[""learning-development""]",,,
"""Acquire""","[""customer-service""]",,,
"""RealEstateExpo""","[""sales-automation""]",,,
"""Jamtoo OAuth 2.0""","[""learning-development""]",,,
"""ISLOLMS""","[""education"",""learning-development""]",,,
"""Well B""","[""productivity""]",,,
"""Chanl Integration""","[""productivity""]",,,
"""RealtimeCRM""","[""crm""]",,,
"""Membership instaApp for Zoom""","[""eventmanagement""]",,,
"""ScreenLine Learn""","[""education"",""learning-development""]",,,
"""Instrctor""","[""eventmanagement""]",,,
"""CEI API""","[""crm"",""health-care""]",,,
"""Summinar""","[""eventmanagement"",""scheduling-calendar""]",,,
"""Glia - Europe""","[""customer-service""]",,,
"""Marsview Notes - Meeting Assistant""","[""education"",""transcription-translation""]",,,
"""Ceeya""","[""eventmanagement"",""learning-development"",""sales-automation""]","""Profile & Contact Information""","""Settings""",
"""Fest Academy""","[""education"",""team-collaborations""]","""Settings""",,
"""AI Notetaker by Fathom""","[""recording-transcriptions"",""sales-automation"",""transcription-translation""]","""Profile & Contact Information""","""Settings""",
"""IFTTT""","[""content-and-compliance"",""productivity"",""social-activities""]",,,
"""IR Collaborate - Experience Management for Zoom""","[""analytics""]",,,
"""Mastera""","[""eventmanagement""]",,,
"""HRMOS""","[""scheduling-calendar""]",,,
"""Close""","[""crm""]",,,
"""Gatsby""","[""eventmanagement""]",,,
"""Easy Insight""","[""analytics""]",,,
"""Meeting Timer, Agenda Timer & Clock Countdown""","[""education"",""productivity""]",,,
"""Splose""","[""crm"",""health-care""]",,,
"""Arlo Training Management Software""","[""education"",""learning-development""]","""Profile & Contact Information""","""Settings""",
"""Clickfunnels""","[""marketing""]",,,
"""SKYMENU Cloud""","[""team-collaborations""]",,,
"""Punchpass""","[""eventmanagement""]",,,
"""Groove Scheduler for Zoom Meetings""","[""sales-automation""]",,,
"""AppointmentCore""","[""scheduling-calendar""]",,,
"""LibCal""","[""education"",""scheduling-calendar""]",,,
"""Sococo""","[""team-collaborations""]",,,
"""CoachAccountable""","[""scheduling-calendar""]",,,
"""Bitbucket Notifications""","[""productivity""]",,,
"""ClassFit""","[""eventmanagement""]","""Profile & Contact Information""","""Settings""",
"""Appointedd""","[""scheduling-calendar""]",,,
"""MeetRecord AI""","[""productivity""]",,,
"""aitemasu""","[""scheduling-calendar""]",,,
"""Telescape Live""","[""social-activities""]",,,
"""TARIY""","[""analytics""]",,,
"""flow""","[""team-collaborations""]",,,
"""Pigeonhole Live""","[""team-collaborations""]",,,
"""MaxOne""","[""education"",""human-resources""]",,,
"""Trakstar Hire""","[""human-resources""]",,,
"""Calendar.com""","[""scheduling-calendar""]",,,
"""Respondent""","[""productivity""]",,,
"""Vimeo - all-in-one video hosting and collaboration""","[""recording-transcriptions""]",,,
"""CampaignBreeze""","[""productivity""]",,,
"""Hive""","[""team-collaborations""]",,,
"""AnyClip Zoom Connector""","[""productivity""]",,,
"""Nubimed""","[""health-care"",""productivity""]",,,
"""GVirtualClassroom-App""","[""education"",""learning-development""]",,,
"""Linkando""","[""team-collaborations""]",,,
"""YI Connector Virtual Appointments""","[""scheduling-calendar""]",,,
"""SmartOffice""","[""crm""]",,,
"""Sparkle Assistant""","[""scheduling-calendar""]",,,
"""CoachVantage""","[""scheduling-calendar""]",,,
"""BookingHawk.com""","[""eventmanagement""]",,,
"""Foothold-Integration""","[""health-care"",""health-wellness""]",,,
"""Yoactiv""","[""crm"",""health-care""]","""Profile & Contact Information""","""Settings""",
"""Zendesk for Zoom Phone""","[""customer-service""]",,,
"""Whova""","[""team-collaborations""]",,,
"""Appy Pie Connect""","[""team-collaborations""]",,,
"""FunnelFLARE""","[""crm""]",,,
"""AirCourse""","[""learning-development""]",,,
"""eeds""","[""learning-development""]","""Account Information""",,
"""Reply""","[""sales-automation""]",,,
"""Norby""","[""productivity""]","""Profile & Contact Information""","""Settings""",
"""Smarty CRM""","[""crm""]","""Profile & Contact Information""","""Settings""",
"""Apptio Cloudability SaaS EU""","[""analytics""]",,,
"""Ottspott Connect""","[""productivity""]",,,
"""Klaxoon""","[""productivity""]",,,
"""Zoom Phone Dial Pad for SugarCRM""","[""crm""]","""Settings""",,
"""Gather Voices Connect""","[""recording-transcriptions""]",,,
"""MeLL+ community""","[""health-care"",""team-collaborations""]",,,
"""my2be""","[""human-resources""]",,,
"""Jiminny for Zoom Phone""","[""sales-automation""]",,,
"""CP Media Integration""","[""team-collaborations""]",,,
"""tribefii""","[""productivity""]","""Profile & Contact Information""","""Settings""",
"""Quickwork Journey Builder""","[""productivity""]",,,
"""Bookabl - Live Stream Studio""","[""scheduling-calendar""]",,,
"""ArisstoVmMeetingManager""","[""crm""]",,,
"""Pay What You Can Training""","[""education"",""learning-development""]",,,
"""Music2You""","[""eventmanagement""]",,,
"""huminos""","[""productivity""]",,,
"""Glorri""","[""human-resources""]",,,
"""QuipLaw""","[""scheduling-calendar""]",,,
"""Mentorslab""","[""education"",""learning-development""]",,,
"""Clapry""","[""scheduling-calendar""]",,,
"""Sakai LTI""","[""education"",""learning-development""]","""Profile & Contact Information""","""Settings""",
"""Event Pages""","[""scheduling-calendar""]",,,
"""Campus Convo""","[""learning-development""]",,,
"""PsyCoachMe""","[""education"",""learning-development""]","""Profile & Contact Information""","""Settings""",
"""Vibe""","[""team-collaborations""]",,,
"""subsciety""","[""sales-automation""]",,,
"""Zoom For Zappyhire""","[""human-resources""]",,,
"""Datelist - Booking & Scheduling""","[""scheduling-calendar""]",,,
"""Spiritlabs Master Control""","[""health-care"",""learning-development""]",,,
"""Framework""","[""health-care"",""learning-development""]",,,
"""Jimmer""","[""recording-transcriptions""]",,,
"""Agende PRO""","[""health-care"",""health-wellness""]",,,
"""Shadow All In One Analytics""","[""analytics""]",,,
"""The Ticket Fairy""","[""marketing""]",,,
"""Partyline Platform""","[""crm""]",,,
"""Binadox SaaS management""","[""analytics""]",,,
"""proxolab""","[""eventmanagement""]",,,
"""Rippling""","[""human-resources""]","""Profile & Contact Information""","""Settings""",
"""AppOmni""","[""content-and-compliance""]",,,
"""Heads Up!""","[""games""]","""Settings""",,
"""Gong for Zoom Phone""","[""sales-automation""]",,,
"""Xyte""","[""analytics""]",,,
"""FitGrid LIVE""","[""eventmanagement""]","""Profile & Contact Information""","""Settings""",
"""Mighty Networks""","[""productivity""]",,,
"""Make""","[""productivity""]","""Settings""",,
"""Canvas LTI""","[""education"",""learning-development""]","""Profile & Contact Information""","""Settings""",
"""Rev""","[""productivity"",""recording-transcriptions"",""transcription-translation""]","""Profile & Contact Information""","""Settings""",
"""ModernLoop""","[""scheduling-calendar""]",,,
"""Werewolf Friends""","[""games""]",,,
"""Fitune""","[""eventmanagement""]",,,
"""Studyplus for School""","[""analytics"",""education""]",,,
"""Act-On""","[""marketing""]",,,
"""Qumu Stream, Record and Manage""","[""team-collaborations""]",,,
"""Zoho CRM for Zoom""","[""crm"",""team-collaborations""]",,,
"""ATTAZoo G for Zoom""","[""scheduling-calendar""]",,,
"""Zoom for Doodle""","[""scheduling-calendar""]",,,
"""Google Drive for Zoom""","[""recording-transcriptions""]",,,
"""Microsoft Dynamics 365""","[""crm""]","""Settings""",,
"""Nasdaq ConnectIR""","[""eCommerce""]",,,
"""Dr.Works For Zoom""","[""scheduling-calendar""]","""Profile & Contact Information""","""Settings""",
"""Keap""","[""crm""]",,,
"""TaskList""","[""productivity""]",,,
"""Schedulista""","[""scheduling-calendar""]","""Profile & Contact Information""","""Settings""",
"""Nearpod""","[""education"",""learning-development""]",,,
"""Rafiki.ai""","[""sales-automation""]","""Profile & Contact Information""","""Settings""",
"""ClearBookings""","[""scheduling-calendar""]",,,
"""LiveChat""","[""customer-service""]",,,
"""Looppanel for User Research and Interviews""","[""transcription-translation""]",,,
"""zkipster""","[""team-collaborations""]",,,
"""Edusign""","[""education"",""learning-development""]",,,
"""StudioYou""","[""scheduling-calendar""]","""Profile & Contact Information""","""Settings""",
"""Wellness Coach""","[""health-care"",""learning-development"",""social-activities""]",,,
"""NateOn""","[""team-collaborations""]",,,
"""HCL Domino Online Meeting Integration""","[""team-collaborations""]",,,
"""RaeNotes""","[""transcription-translation""]",,,
"""exemplary.ai""","[""transcription-translation""]",,,
"""SpurrOpen""","[""sales-automation""]",,,
"""AimHarder""","[""eventmanagement""]",,,
"""Dryfta""","[""eventmanagement""]","""Profile & Contact Information""","""Settings""",
"""IamSchool""","[""education"",""learning-development""]",,,
"""Abardo""","[""eventmanagement""]",,,
"""Thrive Ministry""","[""scheduling-calendar""]",,,
"""Launch Zoom from Box""","[""team-collaborations""]",,,
"""PeopleForce""","[""human-resources""]",,,
"""Smoothly""","[""health-care"",""scheduling-calendar""]",,,
"""Mediafly""","[""sales-automation""]",,,
"""Typito Video Editor""","[""recording-transcriptions""]",,,
"""Pop Up Registration - Free Website Popups""","[""marketing""]",,,
"""Notably""","[""transcription-translation""]",,,
"""Trello moments""","[""recording-transcriptions""]",,,
"""Tutorfly""","[""education"",""learning-development""]",,,
"""WodBoard""","[""eventmanagement""]",,,
"""Prosvita""","[""learning-development""]",,,
"""Bounce House""","[""eventmanagement""]",,,
"""Shaparency""","[""scheduling-calendar""]",,,
"""WelcomeHome""","[""crm""]",,,
"""Passion.do host paid events""","[""eventmanagement""]",,,
"""Statusly""","[""productivity""]",,,
"""OH2""","[""education"",""learning-development""]",,,
"""Explore Meetings""","[""scheduling-calendar""]",,,
"""ServiceNow Admin Alerts""","[""analytics""]",,,
"""Airschool""","[""education"",""learning-development""]","""Profile & Contact Information""","""Settings""",
"""Hiring Bull""","[""human-resources"",""productivity"",""scheduling-calendar""]",,,
"""Flamingo""","[""learning-development""]",,,
"""Unbreakout""","[""eventmanagement""]",,,
"""DIY Websites""","[""scheduling-calendar""]",,,
"""Milk Video""","[""recording-transcriptions""]",,,
"""Calibri""","[""education"",""learning-development""]",,,
"""picksl.io""","[""education"",""marketing""]",,,
"""Hyperstack""","[""education"",""eventmanagement""]",,,
"""GigLink.io""","[""sales-automation""]",,,
"""Trainers App""","[""social-activities""]",,,
"""Adaptive Shield Remediation""","[""content-and-compliance""]","""Profile & Contact Information""","""Account Information""","""Settings"""
"""Yahad""","[""eventmanagement""]",,,
"""SWAMevent""","[""education"",""learning-development""]",,,
"""Slayte""","[""eventmanagement""]",,,
"""Lead Liaison""","[""eventmanagement"",""marketing""]",,,
"""Guru911MentoringApp""","[""scheduling-calendar""]","""Profile & Contact Information""","""Settings""",
"""WSExpo""","[""education"",""eventmanagement""]",,,
"""JoinVillageSession""","[""learning-development""]","""Profile & Contact Information""","""Settings""",
"""BasicOps""","[""team-collaborations""]",,,
"""askSpoke""","[""customer-service""]","""Profile & Contact Information""","""Settings""",
"""Lylu""","[""social-activities""]",,,
"""eKadence for Districts""","[""education"",""learning-development""]",,,
"""Virtual Visits NG""","[""scheduling-calendar""]",,,
"""ATUTA-PRO""","[""customer-service"",""education""]","""Profile & Contact Information""","""Settings""",
"""Teemly""","[""productivity""]",,,
"""WorkOutLoud""","[""team-collaborations""]","""Profile & Contact Information""","""Settings""",
"""EnkinGT""","[""productivity""]",,,
"""Worklytics Analytics Connector""","[""analytics""]",,,
"""Automate.io""","[""productivity""]",,,
"""Paycor Recruiting""","[""human-resources""]",,,
"""ACES Meet""","[""sales-automation""]",,,
"""Clara Labs""","[""scheduling-calendar""]",,,
"""LeadsBridge""","[""marketing""]","""Profile & Contact Information""","""Settings""",
"""CRM Connector""","[""crm""]",,,
"""monday.com""","[""team-collaborations""]",,,
"""Grain for Zoom""","[""recording-transcriptions"",""team-collaborations"",""transcription-translation""]",,,
"""Draw with Scribble Together Whiteboard""","[""education"",""team-collaborations""]",,,
"""Gaggle Party""","[""games"",""productivity"",""team-collaborations""]",,,
"""Jobvite""","[""human-resources""]",,,
"""Workable""","[""human-resources""]",,,
"""Sutra""","[""scheduling-calendar""]",,,
"""Envoy""","[""productivity""]",,,
"""MURAL""","[""team-collaborations""]",,,
"""Heartbeat""","[""learning-development""]",,,
"""Fellow""","[""team-collaborations""]",,,
"""Allo""","[""learning-development"",""productivity"",""team-collaborations""]",,,
"""Automated Transcription""","[""transcription-translation""]",,,
"""iSpring Market""","[""learning-development""]",,,
"""Fitogram Zoom Integration""","[""eventmanagement""]",,,
"""Calendar.AI""","[""scheduling-calendar""]",,,
"""GiraffePad""","[""learning-development""]",,,
"""Servv""","[""scheduling-calendar""]",,,
"""Fireflies.ai - Zoom Meeting Transcripts & Notes""","[""transcription-translation""]",,,
"""The Events Calendar Virtual Events For Users""","[""marketing""]",,,
"""WeConvene""","[""eCommerce""]",,,
"""CLASSUM_user""","[""learning-development""]",,,
"""atSpoke""","[""customer-service""]","""Profile & Contact Information""","""Settings""",
"""HALERP""","[""eCommerce""]",,,
"""Adobe CC Notifications""","[""productivity""]",,,
"""CallTrackingMetrics""","[""analytics""]",,,
"""ForceManager""","[""crm""]",,,
"""Skillate""","[""human-resources""]",,,
"""ClinicOffice""","[""health-care"",""health-wellness""]",,,
"""Stack Overflow Notifications""","[""productivity""]",,,
"""Friday""","[""team-collaborations""]",,,
"""Together Platform""","[""learning-development""]",,,
"""Symposium Events""","[""scheduling-calendar""]","""Profile & Contact Information""","""Settings""",
"""Sprintful""","[""scheduling-calendar""]",,,
